序號,縣市,統一編號,營業人名稱,營業人地址,稽徵機關,開始適用日期,停止適用日期,營業狀況,接受行動支付工具,行業代號,行業代號名稱,行業代號1,行業代號名稱1,行業代號2,行業代號名稱2,行業代號3,行業代號名稱3,資料集日期
005775,臺中市,72361657,穿搭冊服飾店,臺中市豐原區下街里忠孝街２２號１樓,豐原分局,1071112,,非營業中,台灣Pay,473299,其他服裝及其配件零售,473999,未分類其他服飾品零售,487113,經營網路購物,,,20211026
005776,臺中市,72362662,金享髮藝,臺中市北屯區平安里文心路４段６９２號１樓,東山稽徵所,1080930,,非營業中,台灣Pay,962111,美髮院及髮廊,,,,,,,20211026
005777,臺中市,72362749,愛手作烘焙屋,臺中市西　區公正里大同街２１７號１樓,民權稽徵所,1081107,,非營業中,LINE,472922,西點麵包零售,859999,其他未分類教育,,,,,20211026
005778,臺中市,72362945,晨瑋數位館,臺中市東　區東英里十甲路４００號１樓,大智稽徵所,1071115,,營業中,台灣Pay,959999,其他未分類個人及家庭用品維修,,,,,,,20211026
005779,彰化縣,72364211,高鑫商行,彰化縣溪湖鎮光平里彰水路３段４９７號１樓,員林稽徵所,1070606,,營業中,台灣Pay,563111,冰果店、冷（熱）飲店,,,,,,,20211026
005780,南投縣,72365979,吳家紅茶冰敦和店,南投縣草屯鎮明正里０１６鄰敦和路１４―５號,南投分局,1070719,,營業中,台灣Pay,563111,冰果店、冷（熱）飲店,,,,,,,20211026
005781,臺中市,72366870,甄緗雞排店,臺中市北　區錦祥里進化路６５９號１樓,民權稽徵所,1081023,,營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
005782,彰化縣,72366914,沅侑商行,彰化縣彰化市莿桐里彰水路１６２―３號,彰化分局,1070718,,非營業中,行動支付,563111,冰果店、冷（熱）飲店,,,,,,,20211026
005783,臺中市,72367300,泛萊企業社,臺中市大里區東湖里長春路１１５巷５５號,大屯稽徵所,1090706,,營業中,台灣Pay,487113,經營網路購物,474999,未分類其他家用器具及用品零售,,,,,20211026
005784,雲林縣,72367337,裘裘服飾,雲林縣斗六市成功里成功路２５２號,雲林分局,1080926,,營業中,台灣Pay,473999,未分類其他服飾品零售,,,,,,,20211026
005785,彰化縣,72367809,動態健身坊,彰化縣彰化市茄南里１３鄰金馬路２段３０３號,彰化分局,1090215,,營業中,台灣Pay,931219,健身中心、健康俱樂部,,,,,,,20211026
005786,臺中市,72372211,雅得麗生活企業社,臺中市北　區健行里健行路８７０號,民權稽徵所,1070928,,營業中,台灣Pay,472999,未分類其他食品、飲料及菸草製品零售,,,,,,,20211026
005787,南投縣,72373226,美蒂琪咖啡休閒館,南投縣草屯鎮明正里０１２鄰芬草路一段１１號,南投分局,1080905,,營業中,台灣Pay,563112,咖啡館,472922,西點麵包零售,,,,,20211026
005788,臺中市,72374098,布丁牛板烤牛排,臺中市北屯區仁愛里四平路８２號,東山稽徵所,1100806,,營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
005789,雲林縣,72374344,蜜魯手工窯烤,雲林縣西螺鎮光華里平和路１６９號,雲林分局,1101021,,營業中,台灣Pay,561114,連鎖速食店,,,,,,,20211026
005790,臺中市,72376265,美嘉美服飾,臺中市豐原區中山里中正路１２９巷７弄９―１號,豐原分局,1080916,,營業中,台灣Pay,473211,服裝零售,473312,鞋類及其配件（真皮鞋類及其配件除外）零售,,,,,20211026
005791,臺中市,72376933,白鬍子複合式咖啡店,臺中市沙鹿區晉江里臺灣大道七段２００號,沙鹿稽徵所,1101026,,營業中,台灣Pay,563111,冰果店、冷（熱）飲店,,,,,,,20211026
005792,臺中市,72377659,諄茹愷展商行,臺中市西屯區大鵬里長安路２段５４號１樓,臺中分局,1081017,,營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
005793,臺中市,72377709,飯飯燒肉專門店,臺中市中　區綠川里民權路３０號１樓,民權稽徵所,1090604,,營業中,感應付款-信用卡或金融卡,561113,麵店、小吃店,,,,,,,20211026
005794,彰化縣,72378881,元氣眼鏡行,彰化縣員林市南平里莒光路４５６號,員林稽徵所,1090508,,營業中,台灣Pay,474412,眼鏡及其零配件零售,456512,眼鏡及其零配件批發,,,,,20211026
005795,彰化縣,72381470,樂遊數位商城企業社,彰化縣永靖鄉同仁村獨鰲路１段２０巷４號,員林稽徵所,1081216,1100902,營業中,台灣Pay,487113,經營網路購物,,,,,,,20211026
005796,彰化縣,72381984,宜興餐館,彰化縣溪湖鎮湖東里大溪路二段３４８號,員林稽徵所,1080201,,營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
005797,彰化縣,72381990,景茗餐館,彰化縣埤頭鄉合興村彰水路三段６０７號,北斗稽徵所,1080130,,營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
005798,彰化縣,72382415,艾玲工作室,彰化縣和美鎮和北里彰美路６段２２０號,彰化分局,1071029,,營業中,台灣Pay,487113,經營網路購物,473299,其他服裝及其配件零售,,,,,20211026
005799,彰化縣,72382718,童顏童語館,彰化縣員林市三愛里大同路２段８３號１樓,員林稽徵所,1090924,,營業中,台灣Pay,473211,服裝零售,487113,經營網路購物,472921,糖果餅乾零售,475299,其他化粧品零售,20211026
005800,彰化縣,72383337,聚合興企業社,彰化縣彰化市崙平里中華西路１３１號１樓,彰化分局,1081031,,營業中,台灣Pay,969099,未分類其他個人服務,,,,,,,20211026
005801,彰化縣,72384005,清上企業社,彰化縣和美鎮和西里道周路５９０號,彰化分局,1100603,,營業中,Pi拍錢包,561111,早餐店,,,,,,,20211026
005802,彰化縣,72384928,活力屋早餐店,彰化縣溪湖鎮湖西里西環路２３９號,員林稽徵所,1081206,,營業中,台灣Pay,561111,早餐店,,,,,,,20211026
005803,彰化縣,72385519,樂洋早餐店,彰化縣秀水鄉埔崙村番花路５５８號,彰化分局,1100809,,營業中,LINE,561111,早餐店,,,,,,,20211026
005804,彰化縣,72387164,晨曦早餐店,彰化縣伸港鄉新港村新港路３２８號１樓,彰化分局,1100513,,營業中,Pi拍錢包,561111,早餐店,,,,,,,20211026
005805,彰化縣,72387571,晶品飲料店,彰化縣彰化市長樂里和平路３３號１樓,彰化分局,1070718,,營業中,華南銀行QRCODE,563111,冰果店、冷（熱）飲店,,,,,,,20211026
005806,彰化縣,72387586,丞創工房,彰化縣和美鎮和北里彰美路６段２２０號,彰化分局,1071003,,營業中,QR-Code,931219,健身中心、健康俱樂部,,,,,,,20211026
005807,彰化縣,72388115,零八新韓食餐飲店,彰化縣員林市新興里育英路８４號,員林稽徵所,1090330,,營業中,街口支付,561115,餐館、餐廳,,,,,,,20211026
005808,彰化縣,72389521,鴻怡小吃店,彰化縣彰化市長樂里中正路二段７７號,彰化分局,1070501,,非營業中,LINE,561113,麵店、小吃店,,,,,,,20211026
005809,彰化縣,72389655,哈利生活館,彰化縣和美鎮和東里０１２鄰鹿和路六段４６８巷８號,彰化分局,1070918,,非營業中,台灣Pay,472999,未分類其他食品、飲料及菸草製品零售,473999,未分類其他服飾品零售,931999,未分類其他運動服務,,,20211026
005810,彰化縣,72389965,俞妮商號,彰化縣彰化市大竹里彰南路二段６２號１樓,彰化分局,1080828,,營業中,台灣Pay,561111,早餐店,,,,,,,20211026
005811,彰化縣,72390695,真滿美食館,彰化縣溪湖鎮大竹里西環路７２號,員林稽徵所,1090309,,營業中,LINE,561115,餐館、餐廳,,,,,,,20211026
005812,彰化縣,72391322,彩緹藝術美甲彩繪,彰化縣彰化市五權里自強南路２２巷３號１樓,彰化分局,1100513,,營業中,台灣Pay,962211,美甲美睫,,,,,,,20211026
005813,彰化縣,72391913,小董農產行,彰化縣田中鎮中路里文化街１１５巷８號１樓,員林稽徵所,1070904,,營業中,台灣Pay,472112,水果零售,,,,,,,20211026
005814,彰化縣,72392167,五朵花韓飾衣舖,彰化縣彰化市光華里民生路２２１號,彰化分局,1070905,,營業中,台灣Pay,473999,未分類其他服飾品零售,,,,,,,20211026
005815,彰化縣,72392292,心之屋食堂,彰化縣員林市萬年里５鄰員林大道二段２４０號,員林稽徵所,1070724,1100413,非營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
005816,彰化縣,72392434,好珈精品珈琲,彰化縣彰化市南瑤里四維路６９巷２號２樓,彰化分局,1081007,,營業中,台灣Pay,561115,餐館、餐廳,472914,飲料零售,474199,其他家用電器零售,,,20211026
005817,彰化縣,72394263,琳家美學ＳＰＡ,彰化縣北斗鎮居仁里００８鄰復興路２號,北斗稽徵所,1071019,,營業中,台灣Pay,962299,其他美容美體服務,475299,其他化粧品零售,,,,,20211026
005818,臺中市,72399443,湘廷小舖,臺中市大肚區頂街里自由路４５７號,沙鹿稽徵所,1071218,,營業中,台灣Pay,487113,經營網路購物,474999,未分類其他家用器具及用品零售,476112,書籍、雜誌零售,471999,未分類其他綜合商品零售,20211026
005819,雲林縣,72400687,冰將手作冰品,雲林縣斗六市光興里愛國街１２６號,雲林分局,1080919,,營業中,台灣Pay,472926,冰品零售,,,,,,,20211026
005820,雲林縣,72400835,宮本屋日本料理店,雲林縣虎尾鎮安慶里民主路５８―３號１樓,虎尾稽徵所,1070619,,營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
005821,雲林縣,72401264,梵比服飾店,雲林縣虎尾鎮中山里中山路９７號１樓,虎尾稽徵所,1090703,,營業中,台灣Pay,473299,其他服裝及其配件零售,,,,,,,20211026
005822,雲林縣,72401335,善水堂手作茶飲,雲林縣斗六市龍潭里龍潭北路６號１樓,雲林分局,1101022,,營業中,台灣Pay,563111,冰果店、冷（熱）飲店,,,,,,,20211026
005823,南投縣,72402469,晶品味蕾商行,南投縣草屯鎮和平里０１０鄰中正路６４７號,南投分局,1081119,,營業中,台灣Pay,563111,冰果店、冷（熱）飲店,,,,,,,20211026
005824,雲林縣,72402616,澄富食府,雲林縣斗六市社口里中山路４２１之１號,雲林分局,1071015,,營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
005825,雲林縣,72402637,石龜溪粿舖,雲林縣斗南鎮石溪里化日路２號,雲林分局,1090227,1091029,營業中,台灣Pay,487113,經營網路購物,,,,,,,20211026
005826,雲林縣,72403988,親愛芳鄰早餐店,雲林縣麥寮鄉橋頭村仁德路１６６號１樓,虎尾稽徵所,1091221,,營業中,Pi拍錢包,561111,早餐店,,,,,,,20211026
005827,雲林縣,72404776,禾宜沉香,雲林縣斗六市嘉東里鎮南路９８０號,雲林分局,1090115,,營業中,台灣Pay,485212,宗教、喪葬用品零售,474999,未分類其他家用器具及用品零售,485218,雕塑品零售,487113,經營網路購物,20211026
005828,雲林縣,72406155,安穩早餐店,雲林縣斗六市公誠里漢口路２５７號,雲林分局,1091221,,營業中,Pi拍錢包,561111,早餐店,,,,,,,20211026
005829,雲林縣,72407078,水車子美研坊,雲林縣斗六市林頭里大學路二段１０７號１樓,雲林分局,1090409,,營業中,台灣Pay,951200,汽車美容,,,,,,,20211026
005830,雲林縣,72407915,莊敬晨食館,雲林縣斗六市公正里莊敬路２４２號１樓,雲林分局,1090609,,營業中,LINE,561111,早餐店,,,,,,,20211026
005831,雲林縣,72411832,斗六老東家商行,雲林縣斗六市成功里成功二街２號１樓,雲林分局,1100915,,營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
005832,雲林縣,72412207,夏蕓裳韓國服飾店,雲林縣莿桐鄉莿桐村中山路７－１７號,雲林分局,1070612,,營業中,台灣Pay,473299,其他服裝及其配件零售,,,,,,,20211026
005833,雲林縣,72413276,火天大有商行,雲林縣西螺鎮漢光里光復西路２９５號１樓,雲林分局,1070601,,營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
005834,雲林縣,72414508,禾青手工藝行,雲林縣斗六市文化里文化路３７８號,雲林分局,1071015,,營業中,台灣Pay,485217,手工藝品零售,,,,,,,20211026
005835,雲林縣,72415703,光曜企業社,雲林縣崙背鄉南陽村建國路４０號,虎尾稽徵所,1091222,,營業中,Pi拍錢包,561111,早餐店,,,,,,,20211026
005836,雲林縣,72415865,克蘿伊時尚美學,雲林縣斗六市仁愛里三民路１３５巷１１號一樓,雲林分局,1070918,,營業中,台灣Pay,962211,美甲美睫,473211,服裝零售,,,,,20211026
005837,雲林縣,72415942,老宋商行,雲林縣斗南鎮南昌里０１３鄰文元街７９號１樓,雲林分局,1090605,,營業中,台灣Pay,563111,冰果店、冷（熱）飲店,,,,,,,20211026
005838,雲林縣,72416180,傑霆休閒館,雲林縣斗六市光興里興南街１號１樓,雲林分局,1090526,1090828,營業中,台灣Pay,483113,電子遊樂器、電子遊樂器套裝軟體零售,,,,,,,20211026
005839,雲林縣,72416914,魚二爺商行,雲林縣斗六市公誠里長春路１０號,雲林分局,1090103,,非營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
005840,雲林縣,72418217,好星晴景觀咖啡,雲林縣古坑鄉桂林村桃源２之６號,雲林分局,1071114,,營業中,台灣Pay,563112,咖啡館,,,,,,,20211026
005841,雲林縣,72418862,享吃食房,雲林縣斗六市鎮南里中山路４０２之１號１樓,雲林分局,1090716,,營業中,台灣Pay,561111,早餐店,,,,,,,20211026
005842,雲林縣,72418960,花囍烘焙坊,雲林縣斗六市鎮南里新昌街１８號１樓,雲林分局,1071226,,營業中,QR,472922,西點麵包零售,472999,未分類其他食品、飲料及菸草製品零售,,,,,20211026
005843,雲林縣,72420179,嘉翰商行,雲林縣虎尾鎮中山里新興路４５號１樓,虎尾稽徵所,1080920,,營業中,台灣Pay,563111,冰果店、冷（熱）飲店,,,,,,,20211026
005844,雲林縣,72420425,福德萬餐館,雲林縣斗六市社口里六合街２１－５號,雲林分局,1071219,,營業中,QR,561115,餐館、餐廳,,,,,,,20211026
005845,臺中市,72421000,后里藥局,臺中市后里區墩東里文明路１３３號１樓,豐原分局,1081002,,營業中,台灣Pay,475112,西藥零售,475113,醫療耗材零售,,,,,20211026
005846,臺中市,72422330,一品源當歸鴨,臺中市北　區健行里西屯路一段３９７號,民權稽徵所,1071002,,非營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
005847,臺中市,72425337,布花百貨行,臺中市南　區城隍里忠孝路１４９－１號１樓,大智稽徵所,1080530,,營業中,感應付款-信用卡或金融卡,471999,未分類其他綜合商品零售,,,,,,,20211026
005848,南投縣,72426130,國光花藝生活館,南投縣南投市嘉和里嘉和一路１２２號,南投分局,1080925,,營業中,台灣Pay,485112,園藝苗木零售,,,,,,,20211026
005849,南投縣,72426602,慧好睡床業社,南投縣竹山鎮延和里０２３鄰集山路三段４６７號１樓,竹山稽徵所,1081105,,營業中,台灣Pay,474311,寢具零售,,,,,,,20211026
005850,南投縣,72426791,茶菇思享山產行,南投縣埔里鎮北安里信義路２２３號,埔里稽徵所,1081002,,營業中,台灣Pay,472999,未分類其他食品、飲料及菸草製品零售,,,,,,,20211026
005851,南投縣,72427291,埔里能安藥局,南投縣埔里鎮南門里西安路一段６６號１樓,埔里稽徵所,1090422,,營業中,台灣Pay,475111,中藥零售,475112,西藥零售,475199,其他藥品及醫療用品零售,,,20211026
005852,南投縣,72428340,麥子鄉村咖啡屋,南投縣草屯鎮敦和里０１８鄰信義街２５號１樓,南投分局,1081111,,營業中,台灣Pay,563112,咖啡館,472922,西點麵包零售,,,,,20211026
005853,南投縣,72428643,山寶台灣好茶,南投縣魚池鄉日月村日月街３７號,埔里稽徵所,1080927,,營業中,台灣Pay,472915,茶葉零售,472999,未分類其他食品、飲料及菸草製品零售,,,,,20211026
005854,南投縣,72428881,宏霖小吃部,南投縣草屯鎮新厝里００５鄰虎山路６９８號,南投分局,1080708,,營業中,台灣Pay,561115,餐館、餐廳,,,,,,,20211026
005855,南投縣,72429100,名間鍋貼水餃專賣店,南投縣名間鄉南雅村南雅街４５―３號,南投分局,1080220,,營業中,台灣Pay,561113,麵店、小吃店,,,,,,,20211026
